ComponentID,DrawableID,TextureID,Name,TorsoComponentID,TorsoDrawableID,TorsoTextureID
11,11,15,"LC Penetrators Racerback",3,-1,-1
11,12,7,"Neon-Camisole",3,-1,-1
11,12,8,"Rotes gepunktetes Camisole",3,-1,-1
11,12,9,"Dunkles gepunktetes Camisole",3,-1,-1
11,13,0,"Schwarzes Bustier",3,-1,-1
11,13,1,"Rosen-Bustier",3,-1,-1
11,13,2,"Olivgrünes Bustier",3,-1,-1
11,13,3,"Graues Bustier",3,-1,-1
11,13,4,"Blumen-Bustier",3,-1,-1
11,13,5,"Rotes kariertes Bustier",3,-1,-1
11,13,6,"Juwelen-Bustier",3,-1,-1
11,13,7,"Pinkes Bustier",3,-1,-1
11,13,8,"Weißes Bustier",3,-1,-1
11,13,9,"Blaues gemustertes Bustier",3,-1,-1
11,13,10,"Jeans-Bustier",3,-1,-1
11,13,11,"Pinkes gemustertes Bustier",3,-1,-1
11,13,12,"Tarn-Bustier",3,-1,-1
11,13,13,"Blaues Bustier",3,-1,-1
11,13,14,"Schwarz-weißes Bustier",3,-1,-1
11,13,15,"Leoparden-Bustier",3,-1,-1
11,14,0,"Graues Polohemd",3,-1,-1
11,14,1,"Leuchtend pinkes Polohemd",3,-1,-1
11,14,2,"Pinkes Polohemd",3,-1,-1
11,14,3,"Schwarzes Polohemd",3,-1,-1
11,14,4,"Rotes Polohemd",3,-1,-1
11,14,5,"Himmelblaues Polohemd",3,-1,-1
11,14,6,"Oranges Polohemd",3,-1,-1
11,14,7,"Marineblaues Polohemd",3,-1,-1
11,14,8,"Lila abgesetztes Polohemd",3,-1,-1
11,14,9,"Grünes Polohemd",3,-1,-1
11,14,10,"Aquablaues Polohemd",3,-1,-1
11,14,11,"Gelbes Polohemd",3,-1,-1
11,14,12,"Schwarz gestreiftes Polohemd",3,-1,-1
11,14,13,"Weiß gestreiftes Polohemd",3,-1,-1
11,14,14,"Kreis-Polohemd",3,-1,-1
11,14,15,"Rauten-Polohemd",3,-1,-1
11,15,3,"Grauer Bikini",3,-1,-1
11,15,10,"Aquagrüner Bikini",3,-1,-1
11,15,11,"Oranger Bikini",3,-1,-1
11,16,0,"Yeti Barfs Tanktop",3,4,0
11,16,1,"Pinkes Tanktop",3,4,0
11,16,2,"Babyblaues Tanktop",3,4,0
11,16,3,"Pinkes Trey Baker Tanktop",3,4,0
11,16,4,"Grünes Trey Baker Tanktop",3,4,0
11,16,5,"Rotes Tanktop",3,4,0
11,16,6,"Marineblaues Tanktop",3,4,0
11,17,0,"Papagei-Hemd",3,9,0
11,18,0,"Weißer Bikini",3,15,0
11,18,1,"Kreuz-Bikini",3,15,0
11,18,2,"Blauer Bikini",3,15,0
11,18,3,"Santo Capra Kitty Bikini",3,15,0
11,18,4,"Roter Bikini",3,15,0
11,18,5,"Marineblauer Bikini",3,15,0
11,18,6,"Yeti Tarn-Bikini",3,15,0
11,18,7,"Harsh Souls Punk-Bikini",3,15,0
11,18,8,"Pink gemusterter Bikini",3,15,0
11,18,9,"Inseldruck-Bikini",3,15,0
11,18,10,"Blumen-Bikini",3,15,0
11,18,11,"Orange gestreifter Bikini",3,15,0
11,19,0,"Weihnachtsmann-T-Shirt",3,0,0
11,19,1,"Elfen-T-Shirt",3,0,0
11,19,2,"Schneemann-T-Shirt",3,0,0
11,19,3,"Rentier-T-Shirt",3,0,0
11,20,0,"Weihnachtsmannjacke",3,5,0
11,20,1,"Elfenjacke",3,5,0
11,21,0,"Lila Flapperkleid",3,16,0
11,21,1,"Schwarzes Flapperkleid",3,16,1
11,21,2,"Grauweißes Flapperkleid",3,16,2
11,21,3,"Violettes Flapperkleid",3,16,3
11,21,4,"Schwarzgoldenes Flapperkleid",3,16,4
11,21,5,"Rotes Flapperkleid",3,16,5
11,22,0,"Weißer Spitzenbustier",3,4,0
11,22,1,"Roter Spitzenbustier",3,4,0
11,22,2,"Schwarzer Spitzenbustier",3,4,0
11,22,3,"Grauer Spitzenbustier",3,4,0
11,22,4,"Türkiser Spitzenbustier",3,4,0
11,23,0,"Weißes Love-T-Shirt",3,0,0
11,23,1,"Schwarzes Love-T-Shirt",3,0,0
11,23,2,"Rotes Love-T-Shirt",3,0,0
11,24,0,"Schwarz-weißes Sakko",3,5,0
11,24,1,"Magenta Sakko",3,5,0
11,24,2,"Graues gewobenes Sakko",3,5,0
11,24,3,"Schwarz-braunes Sakko",3,5,0
11,24,4,"Leoparden-Sakko",3,5,0
11,24,5,"Rotes Sakko",3,5,0
11,24,6,"Pink kariertes Sakko",3,5,0
11,24,7,"Blaues Sakko",3,5,0
11,24,8,"Blaues Blumen-Sakko",3,5,0
11,24,9,"Schwarz-weiß gestreiftes Sakko",3,5,0
11,24,10,"Gelbes Sakko",3,5,0
11,24,11,"Olivgrünes Sakko",3,5,0
11,25,0,"Roter Blazer",3,6,0
11,25,1,"Magenta Blazer",3,6,0
11,25,2,"Cremefarbener Blazer",3,6,0
11,25,3,"Rot karierter Blazer",3,6,0
11,25,4,"Blauer Wildleder-Blazer",3,6,0
11,25,5,"Lila Blazer",3,6,0
11,25,6,"Pinker Blazer",3,6,0
11,25,7,"Burgunderroter Blazer",3,6,0
11,25,8,"Grüner Blazer",3,6,0
11,25,9,"Leoparden-Blazer",3,6,0
11,25,10,"Schwarz-beiger Blazer",3,6,0
11,26,0,"Weißes Camisole",3,12,0
11,26,1,"Schwarzes Camisole",3,12,0
11,26,2,"Rotes Camisole",3,12,0
11,26,3,"Cremefarbenes Camisole",3,12,0
11,26,4,"Lila Camisole",3,12,0
11,26,5,"Blaues Camisole",3,12,0
11,26,6,"Himmelblaues Camisole",3,12,0
11,26,7,"Gelbes Camisole",3,12,0
11,26,8,"Hellblaues Camisole",3,12,0
11,26,9,"Graues Camisole",3,12,0
11,26,10,"Oranges Camisole",3,12,0
11,26,11,"Leoparden-Camisole",3,12,0
11,26,12,"Pinkes Camisole",3,12,0
11,27,0,"Weiße Bluse",3,0,0
11,27,1,"Schwarze Bluse",3,0,0
11,27,2,"Hellbraune Bluse",3,0,0
11,27,3,"Graue gestreifte Bluse",3,0,0
11,27,4,"Pinke gestreifte Bluse",3,0,0
11,27,5,"Graue Bluse",3,0,0
11,28,0,"Hellgraue Weste",3,0,0
11,28,1,"Graue Weste",3,0,0
11,28,2,"Marineblaue Weste",3,0,0
11,28,3,"Schwarze Weste",3,0,0
11,28,4,"Burgunderrote Weste",3,0,0
11,28,5,"Silberne Weste",3,0,0
11,28,6,"Olivgrüne karierte Weste",3,0,0
11,28,7,"Cremefarbene Weste",3,0,0
11,28,8,"Olivgrüne Weste",3,0,0
11,28,9,"Weiß-rote Weste",3,0,0
11,28,10,"Graue karierte Weste",3,0,0
11,28,11,"Blaue gestreifte Weste",3,0,0
11,28,12,"Schwarz-weiße Weste",3,0,0
11,28,13,"Braune Weste",3,0,0
11,28,14,"Blaue Weste",3,0,0
11,28,15,"Lila Weste",3,0,0
11,29,0,"Anthrazitgraues Hemd",3,-1,-1
11,29,1,"Weißes Hemd",3,-1,-1
11,29,2,"Himmelblaues Hemd",3,-1,-1
11,29,3,"Olivgrünes Hemd",3,-1,-1
11,29,4,"Pfirsichfarbenes Hemd",3,-1,-1
11,29,5,"Pinkes Karohemd",3,-1,-1
11,29,6,"Blaues Karohemd",3,-1,-1
11,29,7,"Hellrotes Karohemd",3,-1,-1
11,29,8,"Hellblaues Hemd",3,-1,-1
11,29,9,"Blau ausgewaschenes Hemd",3,-1,-1
11,29,10,"Ländliches Karohemd",3,-1,-1
11,29,11,"Rotes Karohemd",3,-1,-1
11,29,12,"Zweifarbiges Hemd",3,-1,-1
11,29,13,"Grünes Karohemd",3,-1,-1
11,29,14,"Western-Hemd",3,-1,-1
11,29,15,"Papagei-Hemd",3,-1,-1
11,30,0,"Weißes Love-T-Shirt",3,2,0
11,30,1,"Schwarzes Love-T-Shirt",3,2,0
11,30,2,"Rotes Love-T-Shirt",3,2,0
11,31,0,"Indigofarbene Jeansjacke",3,5,0
11,31,1,"Hellgrüne Jeansjacke",3,5,0
11,31,2,"Blasse Sternen-Jeansjacke",3,5,0
11,31,3,"Marineblaue Jeansjacke",3,5,0
11,31,4,"Topazfarbene Jeansjacke",3,5,0
11,31,5,"Gebleichte Jeansjacke",3,5,0
11,31,6,"Aschgraue Jeansjacke",3,5,0
11,32,0,"Leoparden-Tanktop",3,4,0
11,32,1,"Totenkopf-Tanktop",3,4,0
11,32,2,"Zweifarbiges Tanktop",3,4,0
11,33,0,"Weißes gekürztes Tanktop",3,4,0
11,33,1,"Gekürztes Zebra-Tanktop",3,4,0
11,33,2,"Blaues Zebra-Tanktop",3,4,0
11,33,3,"Gekürztes Leoparden-Tanktop",3,4,0
11,33,4,"Gekürztes Papagei-Tanktop",3,4,0
11,33,5,"Gekürztes Santos 13 Tanktop",3,4,0
11,33,6,"Gekürztes Princess RB Tanktop",3,4,0
11,33,7,"Gekürztes Softly Softly Tanktop",3,4,0
11,33,8,"Leoparden-Neon-Tanktop",3,4,0
11,34,0,"Tarnfarben-Blazer",3,6,0
11,35,0,"Gelbe gekürzte Bikerweste",3,5,0
11,35,1,"Hellblaue gekürzte Bikerweste",3,5,0
11,35,2,"Senffarbene Bikerweste",3,5,0
11,35,3,"Pinke gekürzte Bikerweste",3,5,0
11,35,4,"Braune gekürzte Bikerweste",3,5,0
11,35,5,"Rote gekürzte Bikerweste",3,5,0
11,35,6,"Grüne gekürzte Bikerweste",3,5,0
11,35,7,"Blaue gekürzte Bikerweste",3,5,0
11,35,8,"Karmesinrote Bikerweste",3,5,0
11,35,9,"Leoparden-Bikerweste",3,5,0
11,35,10,"Silberne gekürzte Bikerweste",3,5,0
11,35,11,"Gekürzte Nieten-Bikerweste",3,5,0
11,36,0,"Love Fist Racerback",3,11,0
11,36,1,"247 Racerback",3,11,0
11,36,2,"The Barfs Racerback",3,11,0
11,36,3,"Princess RB Racerback",3,11,0
11,36,4,"Prison Bitches Racerback",3,11,0
11,37,0,"Pinkes Blumen-Babydoll",3,4,0
11,37,1,"Blaues Blumen-Babydoll",3,4,0
11,37,2,"Gelbes Blumen-Babydoll",3,4,0
11,37,3,"Rotes Blumen-Babydoll",3,4,0
11,37,4,"Lila Blumen-Babydoll",3,4,0
11,37,5,"Hellpinkes Blumen-Babydoll",3,4,0
11,38,0,"Grünes T-Shirt",3,2,0
11,38,1,"Gelbes T-Shirt",3,2,0
11,38,2,"Violettes T-Shirt",3,2,0
11,38,3,"Graues T-Shirt",3,2,0
11,39,0,"Unabhängigkeitstags-Frack",3,5,0
11,40,0,"Amerikanische Flagge-Oberteil",3,2,0
11,41,0,"Grüne Fliegerjacke",3,3,0
11,42,0,"Schwarzes Kampftop",3,3,0
11,42,1,"Graues Kampftop",3,3,0
11,42,2,"Anthrazitgr. Kampftop",3,3,0
11,42,3,"Hellbraunes Kampftop",3,3,0
11,42,4,"Waldfarbenes Kampftop",3,3,0
11,43,0,"Schwarzer Kampfpullover",3,3,0
11,43,1,"Grauer Kampfpullover",3,3,0
11,43,2,"Anthrazitgr. Kampfpullover",3,3,0
11,43,3,"Hellbrauner Kampfpullover",3,3,0
11,43,4,"Grüner Kampfpullover",3,3,0
11,44,0,"Weihnachtsmannpullover",3,3,0
11,44,1,"Elfenpullover",3,3,0
11,44,2,"Puddingpullover",3,3,0
11,45,0,"Rotes Pyjama-Oberteil",3,3,0
11,45,1,"Gestreiftes Pyjama-Oberteil",3,3,0
11,45,2,"Winterliches Pyjama-Oberteil",3,3,0
11,45,3,"Festliches Pyjama-Oberteil",3,3,0
11,46,0,"Schwarze Kampfweste",3,3,0
11,46,1,"Graue Kampfweste",3,3,0
11,46,2,"Beige Kampfweste",3,3,0
11,46,3,"Waldtarn-Kampfweste",3,3,0
11,47,0,"Schwarze Fliegerjacke",3,3,0
11,49,0,"Schwarzes SN-T-Shirt",3,14,0
11,50,0,"Grauer weiter Kapuzenpullover",3,3,0
11,51,0,"Schwarzer Frack",3,3,0
11,52,0,"Graue Knitterjacke",3,3,0
11,52,1,"Beige Knitterjacke",3,3,0
11,52,2,"Schwarze Knitterjacke",3,3,0
11,52,3,"Blaue Knitterjacke",3,3,0
11,53,0,"Graue gekrempelte Jacke",3,9,0
11,53,1,"Beige gekrempelte Jacke",3,9,0
11,53,2,"Schwarze gekrempelte Jacke",3,9,0
11,53,3,"Blaue gekrempelte Jacke",3,9,0
11,54,0,"Beige Tarnjacke",3,3,0
11,54,1,"Graue Tarnjacke",3,3,0
11,54,2,"Grüne Tarnjacke",3,3,0
11,54,3,"Schwarze Tarnjacke",3,3,0
11,55,0,"Schwarze Motorradjacke",3,3,0
11,56,0,"Schwarzes gekrempeltes Hemd",3,14,0
11,57,0,"Schwarzer offener Smoking",3,3,0
11,57,1,"Grauer offener Smoking",3,3,0
11,57,2,"Marineblauer offener Smoking",3,3,0
11,57,3,"Türkiser offener Smoking",3,3,0
11,57,4,"Roter offener Smoking",3,3,0
11,57,5,"Weißer offener Smoking",3,3,0
11,57,6,"Brauner offener Smoking",3,3,0
11,57,7,"Polarweißer offener Smoking",3,3,0
11,57,8,"Kompl. grauer offener Smoking",3,3,0
11,58,0,"Schwarzer Smoking",3,3,0
11,58,1,"Grauer Smoking",3,3,0
11,58,2,"Marineblauer Smoking",3,3,0
11,58,3,"Türkiser Smoking",3,3,0
11,58,4,"Roter Smoking",3,3,0
11,58,5,"Weißer Smoking",3,3,0
11,58,6,"Brauner Smoking",3,3,0
11,58,7,"Polarweißer Smoking",3,3,0
11,58,8,"Komplett grauer Smoking",3,3,0
11,62,0,"Schwarze Kapuzenjacke",3,3,0
11,62,1,"Hellgraue Kapuzenjacke",3,3,0
11,62,2,"Dunkelgraue Kapuzenjacke",3,3,0
11,62,3,"Rote Kapuzenjacke",3,3,0
11,62,4,"Marineblaue Kapuzenjacke",3,3,0
11,62,5,"Hellbraune Kapuzenjacke",3,3,0
11,63,0,"Schwarze Kapuzenjacke",3,3,0
11,63,1,"Hellgraue Kapuzenjacke",3,3,0
11,63,2,"Dunkelgraue Kapuzenjacke",3,3,0
11,63,3,"Rote Kapuzenjacke",3,3,0
11,63,4,"Marineblaue Kapuzenjacke",3,3,0
11,63,5,"Hellbraune Kapuzenjacke",3,3,0
11,64,0,"Cremeweißer Wollkolani",3,5,0
11,64,1,"Schwarzer Wollkolani",3,5,0
11,64,2,"Marineblauer Wollkolani",3,5,0
11,64,3,"Grauer Wollkolani",3,5,0
11,64,4,"Grüner Wollkolani",3,5,0
11,65,0,"Rote Pelzlederjacke",3,5,0
11,65,1,"Braune Pelzlederjacke",3,5,0
11,65,2,"Hellbraune Pelzlederjacke",3,5,0
11,65,3,"Schwarze Pelzlederjacke",3,5,0
11,65,4,"Weiße Pelzlederjacke",3,5,0
11,65,5,"Leoparden-Pelzlederjacke",3,5,0
11,65,6,"Herbstliche Pelzlederjacke",3,5,0
11,65,7,"Blaue Pelzlederjacke",3,5,0
11,65,8,"Jäger-Pelzlederjacke",3,5,0
11,65,9,"Grüne Pelzlederjacke",3,5,0
11,65,10,"Graue Pelzlederjacke",3,5,0
11,65,11,"Ganz schwarze Pelzlederjacke",3,5,0
11,66,0,"Schwarze Jacke mit Gürtel",3,5,0
11,66,1,"Braune Jacke mit Gürtel",3,5,0
11,66,2,"Rote Jacke mit Gürtel",3,5,0
11,66,3,"Türkise Jacke mit Gürtel",3,5,0
11,67,0,"Goldenes glänzendes Oberteil",3,2,0
11,68,0,"Pegasus-T-Shirt",3,14,0
11,68,1,"Andromeda-T-Shirt",3,14,0
11,68,2,"Medusa-Kunst-T-Shirt",3,14,0
11,68,3,"Angelica-T-Shirt",3,14,0
11,68,4,"Klassisches Perseus-T-Shirt",3,14,0
11,68,5,"Schild & Schwert-T-Shirt",3,14,0
11,68,6,"Schild-T-Shirt",3,14,0
11,68,7,"Braunes Fullprint-T-Shirt",3,14,0
11,68,8,"Braunes Print-T-Shirt",3,14,0
11,68,9,"Pinkfarbenes Fullprint-T-Shirt",3,14,0
11,68,10,"Schwarzes Print-T-Shirt",3,14,0
11,68,11,"Goldenes SN-Print-T-Shirt",3,14,0
11,68,12,"Braunes SN-Print-T-Shirt",3,14,0
11,68,13,"Pinkfarbenes SN-PRB-T-Shirt",3,14,0
11,68,14,"Braunes Geo-PRB-T-Shirt",3,14,0
11,68,16,"Weißes SN-Streifen-T-Shirt",3,14,0
11,68,17,"Buntes Geo-PRB-T-Shirt",3,14,0
11,68,18,"Buntes Geo-T-Shirt",3,14,0
11,68,19,"Braunes Geo-T-Shirt",3,14,0
11,69,0,"Gefütterte Lederjacke",3,5,0
11,70,0,"Cremeweißer Trenchcoat",3,5,0
11,70,1,"Schwarzer Trenchcoat",3,5,0
11,70,2,"Marineblauer Trenchcoat",3,5,0
11,70,3,"Grauer Trenchcoat",3,5,0
11,70,4,"Grüner Trenchcoat",3,5,0
11,71,0,"Goldener Geo-Print-Pullover",3,1,0
11,71,1,"Le Chien-Print-Pullover",3,1,0
11,71,2,"Schwarzer Geo-Print-Pullover",3,1,0
11,71,3,"Silberner Geo-Print-Pullover",3,1,0
11,71,4,"Hound-Print-Pullover",3,1,0
11,71,5,"Türkiser Tweed-Pullover",3,1,0
11,71,6,"Klassischer P-Print-Pullover",3,1,0
11,71,7,"Brauner P-Print-Pullover",3,1,0
11,71,8,"Schild & Schwert-Pullover",3,1,0
11,71,9,"Schwarzer SN-Print-Pullover",3,1,0
11,71,10,"Brauner P Wing-Pullover",3,1,0
11,71,11,"Klassischer SN-Print-Pullover",3,1,0
11,71,12,"Bunter Rauten-Pullover",3,1,0
11,71,13,"Goldener Rauten-Pullover",3,1,0
11,71,14,"Bunter SN-Print-Pullover",3,1,0
11,71,15,"Bunter Geo-Pullover",3,1,0
11,73,0,"Weißer Klassiker",3,14,0
11,73,1,"Schwarzer Klassiker",3,14,0
11,73,2,"Grauer Klassiker",3,14,0
11,74,0,"Weißes lockeres Tanktop",3,15,0
11,74,1,"Schwarzes lockeres Tanktop",3,15,0
11,74,2,"Graues lockeres Tanktop",3,15,0
11,75,0,"Schwarz-gelbes Baseball-T-Shirt",3,9,0
11,75,1,"Gelb-weißes Baseball-T-Shirt",3,9,0
11,75,2,"Gelbes Baseball-T-Shirt",3,9,0
11,75,3,"Schwarzes Baseball-T-Shirt",3,9,0
11,76,0,"Broker-Baseballtrikot",3,9,0
11,76,1,"Double-P-Baseballtrikot",3,9,0
11,76,2,"Magnetics-Baseballtrikot",3,9,0
11,76,3,"Trickster-Baseballtrikot",3,9,0
11,76,4,"Feud-Baseballtrikot",3,9,0
11,77,0,"Marineblaue Windjacke",3,6,0
11,78,0,"Schw. Sport-Kapuzenpullover",3,3,0
11,78,1,"Grauer Sport-Kapuzenpullover",3,3,0
11,78,2,"Lila Sport-Kapuzenpullover",3,3,0
11,78,3,"Türkiser Sport-Kapuzenpullover",3,3,0
11,78,4,"Pinker Sport-Kapuzenpullover",3,3,0
11,78,5,"Weißer Sport-Kapuzenpullover",3,3,0
11,78,6,"Blauer Sport-Kapuzenpullover",3,3,0
11,78,7,"Roter Sport-Kapuzenpullover",3,3,0
11,79,0,"Schwarzer Pullover",3,1,0
11,79,1,"Grauer Pullover",3,1,0
11,79,2,"Weißer Pullover",3,1,0
11,79,3,"Grüner Pullover",3,1,0
11,80,0,"Crew-Collegejacke",3,3,0
11,81,0,"Rote Double-P-College",3,3,0
11,81,1,"Gelbe Magnetics-College",3,3,0
11,81,2,"Schwarze Hinterland-College",3,3,0
11,81,3,"Grüne Magnetics-College",3,3,0
11,81,4,"Schwarze Broker-Print-College",3,3,0
11,81,5,"Graue Broker-Print-College",3,3,0
11,81,6,"Schwarze Broker-College",3,3,0
11,81,7,"Weiße Trickster-College",3,3,0
11,81,8,"Schwarze Trickster-College",3,3,0
11,81,9,"Braune WSBL-College",3,3,0
11,81,10,"Blaue Double-P-College",3,3,0
11,81,11,"Blaue LS-College",3,3,0
11,83,0,"Schwarzer Seidenpyjama",3,0,0
11,83,1,"SN-Seidenpyjama",3,0,0
11,83,2,"Perseus-Seidenpyjama",3,0,0
11,83,3,"Grauer Seidenpyjama",3,0,0
11,83,4,"Roter Seidenpyjama",3,0,0
11,83,5,"Rosa Seidenpyjama",3,0,0
11,83,6,"Weißer Seidenpyjama",3,0,0
11,84,0,"San-Andreas-Polohemd",3,14,0
11,84,1,"Flying-Bravo-Polohemd",3,14,0
11,84,2,"Gestreiftes Liberty-Polohemd",3,14,0
11,85,0,"San-Andreas-Polohemd",3,14,0
11,85,1,"Flying-Bravo-Polohemd",3,14,0
11,85,2,"Gestreiftes Liberty-Polohemd",3,14,0
11,86,0,"Denimhemd",3,9,0
11,86,1,"Anthrazitgraues Hemd",3,9,0
11,86,2,"Westernhemd",3,9,0
11,87,0,"Blauer Flying-Bravo-Hoodie",3,3,0
11,88,0,"Beiges T-Shirt",3,14,0
11,88,1,"Khakifarbenes T-Shirt",3,14,0
11,89,0,"Beige Detail-Kampfweste",3,3,0
11,89,1,"Khakifarbene Detail-Kampfweste",3,3,0
11,90,0,"Weiße klassische Jacke (offen)",3,3,0
11,90,1,"Marineblaue klass. Jacke (offen)",3,3,0
11,90,2,"Blaue klassische Jacke (offen)",3,3,0
11,90,3,"Violette klassische Jacke (offen)",3,3,0
11,90,4,"Gelbe klassische Jacke (offen)",3,3,0
11,91,0,"Weiße klassische Jacke",3,3,0
11,91,1,"Marineblaue klassische Jacke",3,3,0
11,91,2,"Blaue klassische Jacke",3,3,0
11,91,3,"Violette klassische Jacke",3,3,0
11,91,4,"Gelbe klassische Jacke",3,3,0
11,92,0,"Rote glänzende Jacke (offen)",3,3,0
11,92,1,"Blaue glänzende Jacke (offen)",3,3,0
11,92,2,"Schwarze glänzende Jacke (off.)",3,3,0
11,92,3,"Grüne glänzende Jacke (offen)",3,3,0
11,93,0,"Rote glänzende Jacke",3,3,0
11,93,1,"Blaue glänzende Jacke",3,3,0
11,93,2,"Schwarze glänzende Jacke",3,3,0
11,93,3,"Grüne glänzende Jacke",3,3,0
11,94,0,"Goldbedruckte Jacke (offen)",3,3,0
11,95,0,"Goldbedruckte Jacke",3,3,0
11,96,0,"Lockeres Blütenhemd",3,9,0
11,97,0,"Marineblaue Steppjacke",3,6,0
